hotel,is_canceled,lead_time,,,arrival_date_week_number,,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,,reserved_room_type,customer_type,adr,total_of_special_requests
City Hotel,1,61,,,38,,1,1,2,0,0,SC,,A,Transient,125.1,0
City Hotel,1,198,,,38,,0,1,2,0,0,SC,,A,Transient,116.1,3
City Hotel,1,205,,,38,,0,1,2,0,0,SC,,A,Transient,116.1,0
City Hotel,1,2,,,38,,0,1,2,0,0,BB,,A,Transient,169,0
City Hotel,1,5,,,38,,0,1,2,0,0,SC,,A,Transient,159,1
City Hotel,1,255,,,39,,0,4,2,0,0,BB,,D,Transient,122.83,0
City Hotel,1,14,,,39,,0,1,1,0,0,BB,,D,Transient,184,2
City Hotel,1,14,,,39,,0,1,1,0,0,BB,,D,Transient,184,2
City Hotel,1,14,,,39,,0,1,1,0,0,BB,,D,Transient,184,2
City Hotel,1,12,,,40,,2,0,2,0,0,BB,,A,Transient,149,0
City Hotel,1,13,,,40,,2,0,2,0,0,BB,,A,Transient,149,0
City Hotel,1,44,,,40,,2,1,2,0,0,BB,,D,Transient,149.4,0
City Hotel,1,253,,,40,,1,2,1,0,0,BB,,A,Transient,2,0
City Hotel,1,253,,,40,,1,2,1,0,0,BB,,A,Transient,2,0
City Hotel,0,274,,,40,,0,2,2,0,0,BB,,D,Transient,115.2,1
City Hotel,1,2,,,40,,0,1,2,0,0,SC,,A,Transient,0,1
City Hotel,1,47,,,41,,2,0,1,0,0,BB,,A,Transient,127,1
City Hotel,1,39,,,41,,2,0,1,0,0,BB,,A,Transient,134,1
City Hotel,1,26,,,41,,2,1,1,0,0,BB,,A,Transient,147,0
City Hotel,1,26,,,41,,2,1,1,0,0,BB,,A,Transient,147,0
City Hotel,1,31,,,41,,2,1,1,0,0,SC,,A,Transient,114.3,1
City Hotel,1,122,,,41,,0,1,2,0,0,SC,,A,Transient,108,1
City Hotel,1,196,,,41,,1,1,2,0,0,BB,,D,Transient,122.4,0
City Hotel,1,205,,,41,,1,1,2,0,0,SC,,A,Transient,98.1,0
City Hotel,1,35,,,42,,0,3,2,0,0,BB,,D,Transient,151.5,1
City Hotel,1,99,,,42,,0,4,2,0,0,BB,,F,Transient,187.2,0
City Hotel,1,97,,,42,,1,4,2,0,0,BB,,F,Transient,176.8,0
City Hotel,1,59,,,42,,0,3,2,0,0,BB,,D,Transient,128.7,0
City Hotel,1,54,,,42,,0,3,2,0,0,BB,,D,Transient,139.5,3
City Hotel,1,32,,,42,,2,1,2,0,0,BB,,D,Transient,161.33,0
City Hotel,1,103,,,43,,1,4,2,0,0,BB,,A,Transient,118.8,3
City Hotel,1,46,,,44,,0,3,2,0,0,SC,,A,Transient,112.67,1
City Hotel,1,30,,,45,,4,9,1,2,0,BB,,F,Transient,186.22,0
City Hotel,1,30,,,45,,4,9,1,2,0,BB,,F,Transient,186.22,1
City Hotel,1,30,,,45,,4,9,1,2,0,BB,,F,Transient,186.22,1
City Hotel,1,74,,,45,,2,6,2,0,0,BB,,D,Transient,155.5,0
City Hotel,1,76,,,46,,1,0,2,0,0,SC,,A,Transient,79.2,2
City Hotel,1,68,,,46,,1,3,1,0,0,BB,,E,Transient,220,2
City Hotel,1,109,,,46,,0,4,1,0,0,BB,,E,Transient,216,1
City Hotel,1,17,,,46,,0,4,2,0,0,BB,,E,Transient,178.75,0
City Hotel,1,28,,,46,,1,2,3,0,0,BB,,D,Transient,166.67,0
City Hotel,1,20,,,46,,2,5,2,0,0,SC,,A,Transient,77.71,0
City Hotel,1,131,,,47,,2,4,2,0,0,SC,,A,Transient,85.27,1
City Hotel,1,49,,,47,,2,5,2,0,0,SC,,A,Transient,74.8,0
City Hotel,1,37,,,49,,2,2,2,0,0,SC,,A,Transient,74.8,1
City Hotel,1,37,,,49,,2,2,2,0,0,SC,,A,Transient,74.8,1
City Hotel,1,31,,,50,,5,10,1,0,0,SC,,A,Transient,87.41,2
City Hotel,1,0,,,50,,4,7,2,0,0,SC,,A,Transient,71.25,0
City Hotel,1,58,,,51,,1,0,2,0,0,SC,,A,Transient,79.2,0
City Hotel,1,18,,,51,,2,2,2,0,0,SC,,A,Transient,74.8,0
City Hotel,1,88,,,51,,2,5,3,0,0,BB,,D,Transient,119,1
City Hotel,1,220,,,52,,1,4,3,0,0,BB,,D,Transient,104.55,0
City Hotel,1,84,,,52,,0,1,2,0,0,SC,,A,Transient,79.2,0
City Hotel,1,84,,,52,,0,1,2,1,0,BB,,A,Transient,122,0
City Hotel,1,89,,,52,,2,3,3,0,0,BB,,D,Transient,119,1
City Hotel,1,89,,,52,,2,3,2,0,0,SC,,A,Transient,74.8,1
City Hotel,1,94,,,52,,2,2,3,0,0,BB,,D,Transient,119,1
City Hotel,1,94,,,52,,2,2,3,0,0,BB,,D,Transient,119,1
City Hotel,1,20,,,53,,2,0,2,0,0,SC,,A,Transient,88,2
City Hotel,1,223,,,53,,2,5,2,0,0,BB,,A,Transient,69.09,0
City Hotel,1,223,,,53,,2,5,2,0,0,BB,,A,Transient,69.09,0
City Hotel,1,237,,,53,,2,5,2,0,0,BB,,A,Transient,95.56,0
City Hotel,1,237,,,53,,2,5,2,1,0,BB,,A,Transient,80.26,0
City Hotel,1,237,,,53,,2,5,2,2,0,BB,,F,Transient,148.26,0
City Hotel,1,28,,,1,,0,1,1,0,0,BB,,A,Transient,96,3
City Hotel,1,195,,,1,,0,4,2,0,0,SC,,A,Transient,74.8,0
City Hotel,1,75,,,1,,1,1,1,0,0,BB,,A,Transient,86.4,1
City Hotel,1,12,,,2,,2,6,3,0,0,BB,,E,Transient,114.28,2
City Hotel,1,21,,,3,,1,5,2,0,0,BB,,D,Transient,95.16,0
City Hotel,1,22,,,3,,1,5,2,0,0,BB,,D,Transient,99.24,0
City Hotel,1,69,,,4,,0,2,2,0,0,SC,,A,Transient,88,0
City Hotel,1,30,,,4,,2,1,2,1,0,BB,,A,Transient,120.33,0
City Hotel,1,65,,,5,,0,1,2,0,0,BB,,A,Transient,93.6,1
City Hotel,1,28,,,6,,1,2,3,0,0,BB,,D,Transient,160,0
City Hotel,1,76,,,7,,1,3,2,0,0,BB,,A,Transient,88.4,0
City Hotel,1,32,,,8,,2,4,1,0,0,BB,,D,Transient,100.3,1
City Hotel,1,29,,,9,,2,2,2,0,0,BB,,D,Transient,100.3,0
City Hotel,1,58,,,10,,2,0,2,0,0,SC,,A,Transient,79.2,0
City Hotel,1,82,,,10,,2,4,2,0,0,BB,,A,Transient,91.8,0
City Hotel,1,104,,,10,,0,2,2,0,0,BB,,A,Transient,97.2,0
City Hotel,1,6,,,10,,2,3,1,0,0,BB,,E,Transient,152,0
City Hotel,1,45,,,10,,1,1,2,2,0,BB,,F,Transient,198,0
City Hotel,1,15,,,10,,2,1,2,0,0,BB,,D,Transient,121.33,0
City Hotel,1,43,,,10,,2,3,2,0,0,BB,,D,Transient,100.3,1
City Hotel,1,45,,,11,,0,1,2,0,0,BB,,A,Transient,97.2,0
City Hotel,1,72,,,11,,0,1,2,2,0,BB,,F,Transient,160.2,0
City Hotel,1,110,,,11,,1,1,2,0,0,BB,,D,Transient,106.2,2
City Hotel,1,28,,,12,,0,4,3,0,0,BB,,E,Transient,127.93,1
City Hotel,1,20,,,12,,1,4,2,2,0,BB,,F,Transient,200,0
City Hotel,1,31,,,12,,1,1,2,2,0,BB,,F,Transient,198,0
City Hotel,1,112,,,13,,1,0,2,0,0,SC,,A,Transient,79.2,2
City Hotel,1,106,,,13,,0,5,2,0,0,SC,,A,Transient,79.64,2
City Hotel,1,52,,,13,,0,2,2,0,0,SC,,A,Transient,88.2,0
City Hotel,1,208,,,13,,2,1,2,0,0,SC,,A,Transient,99,2
City Hotel,1,169,,,14,,1,4,2,0,0,BB,,A,Transient,117,0
City Hotel,1,111,,,14,,2,6,2,0,0,BB,,D,Transient,136.13,0
City Hotel,1,52,,,15,,2,0,2,0,0,SC,,A,Transient,108,0
City Hotel,1,52,,,15,,2,0,2,0,0,SC,,A,Transient,108,0
City Hotel,1,202,,,15,,2,1,3,0,0,BB,,D,Transient,166,0
City Hotel,1,202,,,15,,2,1,2,2,0,BB,,B,Transient,229,0
City Hotel,1,55,,,15,,2,3,1,0,0,BB,,A,Transient,117,0
City Hotel,1,10,,,15,,1,1,2,0,0,SC,,A,Transient,115,1
City Hotel,1,11,,,15,,1,2,2,0,0,SC,,A,Transient,138.33,0
City Hotel,1,60,,,15,,0,1,2,2,0,BB,,F,Transient,230,0
City Hotel,1,4,,,15,,1,1,2,0,0,SC,,A,Transient,155,0
City Hotel,1,196,,,16,,2,1,2,0,0,SC,,A,Transient,99,1
City Hotel,1,34,,,16,,1,1,1,0,0,BB,,A,Transient,129,0
City Hotel,1,144,,,16,,1,3,2,0,0,SC,,A,Transient,99,0
City Hotel,1,15,,,16,,1,4,2,0,0,SC,,A,Transient,115,1
City Hotel,1,59,,,16,,0,2,2,2,0,BB,,F,Transient,239,0
City Hotel,1,90,,,16,,0,5,2,0,0,BB,,D,Transient,135,1
City Hotel,1,316,,,16,,0,1,2,0,0,BB,,A,Transient,109.8,0
City Hotel,1,316,,,16,,0,1,2,0,0,BB,,A,Transient,93.5,0
City Hotel,1,316,,,16,,0,1,2,0,0,BB,,A,Transient,93.5,0
City Hotel,1,316,,,16,,0,1,2,0,0,BB,,A,Transient,109.8,0
City Hotel,1,54,,,17,,2,1,3,0,0,BB,,D,Transient,171,0
City Hotel,1,37,,,17,,1,2,2,2,0,BB,,F,Transient,224,0
City Hotel,1,58,,,17,,0,3,3,0,0,BB,,E,Transient,198,0
City Hotel,1,78,,,17,,0,1,2,0,0,SC,,A,Transient,108,0
City Hotel,1,134,,,17,,2,2,2,2,0,BB,,F,Transient,191.25,2
City Hotel,1,10,,,17,,0,1,2,0,0,BB,,D,Transient,190,2
City Hotel,1,26,,,17,,1,1,2,0,0,SC,,A,Transient,115,1
City Hotel,1,63,,,18,,1,0,2,0,0,BB,,A,Transient,144,0
City Hotel,1,43,,,18,,1,1,2,0,0,SC,,A,Transient,149,0
City Hotel,1,228,,,18,,1,2,2,0,0,SC,,A,Transient,99,1
City Hotel,1,148,,,18,,1,2,2,0,0,SC,,A,Transient,108,1
City Hotel,1,228,,,18,,1,2,2,0,0,SC,,A,Transient,110,1
City Hotel,1,61,,,18,,1,2,2,0,0,SC,,A,Transient,126,0
City Hotel,1,5,,,18,,1,2,1,0,0,SC,,E,Transient,190,1
City Hotel,1,12,,,18,,1,2,1,0,0,BB,,E,Transient,6,0
City Hotel,1,327,,,18,,0,2,1,0,0,SC,,A,Transient,99,0
City Hotel,1,327,,,18,,0,2,1,0,0,SC,,A,Transient,99,0
City Hotel,1,102,,,18,,0,4,1,0,0,SC,,A,Transient,111,1
City Hotel,1,40,,,18,,0,4,2,0,0,SC,,A,Transient,149,0
City Hotel,1,82,,,18,,0,3,2,0,0,SC,,A,Transient,108,0
City Hotel,1,82,,,18,,0,3,2,0,0,SC,,A,Transient,108,0
City Hotel,1,9,,,18,,0,4,2,0,0,SC,,A,Transient,150,1
City Hotel,1,83,,,18,,0,4,2,0,0,BB,,D,Transient,135,0
City Hotel,1,60,,,18,,0,1,1,0,0,SC,,A,Transient,126,0
City Hotel,1,40,,,19,,2,1,2,0,0,SC,,A,Transient,149,0
City Hotel,1,83,,,19,,1,2,3,0,0,BB,,D,Transient,171,0
City Hotel,1,316,,,19,,0,2,3,0,0,BB,,D,Transient,142.2,1
City Hotel,1,15,,,19,,0,3,2,0,0,BB,,D,Transient,180,2
City Hotel,1,57,,,19,,0,1,2,0,0,SC,,A,Transient,134.1,0
City Hotel,1,57,,,19,,0,1,2,0,0,BB,,A,Transient,152.1,1
City Hotel,1,34,,,19,,0,1,2,0,0,BB,,A,Transient,169,1
City Hotel,1,196,,,19,,0,2,2,0,0,BB,,D,Transient,143.55,2
City Hotel,1,196,,,19,,0,2,2,0,0,BB,,D,Transient,143.55,2
City Hotel,1,324,,,19,,0,1,2,0,0,SC,,A,Transient,99,3
City Hotel,1,78,,,19,,0,2,2,0,0,BB,,D,Transient,153,0
City Hotel,1,78,,,19,,0,2,2,0,0,BB,,D,Transient,153,0
City Hotel,1,91,,,19,,1,3,2,0,0,SC,,A,Transient,127.25,1
City Hotel,1,156,,,19,,1,2,1,0,0,BB,,A,Transient,130.8,0
City Hotel,1,156,,,19,,1,2,1,0,0,BB,,A,Transient,116.67,0
City Hotel,1,88,,,19,,1,2,3,0,0,BB,,D,Transient,183,0
City Hotel,1,224,,,20,,1,0,2,0,0,SC,,A,Transient,107.1,1
City Hotel,1,104,,,20,,0,3,1,0,0,SC,,A,Transient,117,0
City Hotel,1,13,,,20,,0,5,2,0,0,BB,,D,Transient,182,2
City Hotel,1,13,,,20,,0,5,2,0,0,BB,,D,Transient,182,2
City Hotel,1,79,,,20,,2,4,2,0,0,SC,,A,Transient,135,0
City Hotel,1,151,,,20,,0,1,2,0,0,BB,,A,Transient,140,1
City Hotel,1,151,,,20,,0,1,2,0,0,BB,,A,Transient,140,1
City Hotel,1,24,,,20,,0,2,2,0,0,SC,,A,Transient,128,1
City Hotel,1,77,,,20,,2,1,2,0,0,SC,,A,Transient,144,0
City Hotel,1,18,,,21,,1,0,2,0,0,BB,,E,Transient,195,0
City Hotel,1,28,,,21,,1,2,1,0,0,SC,,A,Transient,160,1
City Hotel,1,23,,,21,,0,1,2,0,0,SC,,A,Transient,160,1
City Hotel,1,124,,,21,,0,1,1,0,0,SC,,A,Transient,108,0
City Hotel,1,283,,,21,,1,1,2,0,0,HB,,A,Transient,126.9,2
City Hotel,1,127,,,21,,2,2,2,0,0,BB,,A,Transient,126,1
City Hotel,1,87,,,22,,0,3,2,0,0,SC,,A,Transient,130.67,0
City Hotel,1,25,,,22,,0,1,2,0,0,BB,,A,Transient,160,1
City Hotel,1,80,,,22,,0,2,2,0,0,SC,,A,Transient,126,0
City Hotel,1,31,,,22,,0,2,2,0,0,SC,,A,Transient,140,1
City Hotel,1,16,,,22,,0,1,2,0,0,SC,,A,Transient,140,1
City Hotel,1,43,,,22,,2,5,2,0,0,SC,,A,Transient,140,1
City Hotel,1,40,,,23,,1,4,2,0,0,BB,,E,Transient,196,2
City Hotel,1,34,,,23,,1,5,1,0,0,SC,,A,Transient,130,1
City Hotel,1,38,,,23,,0,2,2,1,0,BB,,A,Transient,160,1
City Hotel,1,31,,,23,,0,3,2,0,0,SC,,A,Transient,146.67,1
City Hotel,1,31,,,24,,2,1,2,0,0,BB,,A,Transient,126.67,1
City Hotel,1,156,,,24,,0,2,2,0,0,SC,,A,Transient,126,1
City Hotel,1,134,,,24,,2,4,2,0,0,SC,,A,Transient,108,0
City Hotel,1,51,,,25,,0,2,3,0,0,BB,,E,Transient,200,1
City Hotel,1,51,,,25,,0,2,2,0,0,BB,,E,Transient,240,1
City Hotel,1,19,,,25,,0,4,2,2,0,BB,,F,Transient,250,1
City Hotel,1,51,,,25,,0,4,2,0,0,SC,,A,Transient,135,1
City Hotel,1,51,,,25,,0,4,2,0,0,SC,,A,Transient,135,1
City Hotel,1,139,,,25,,0,3,2,0,0,BB,,D,Transient,126,1
City Hotel,1,64,,,26,,1,0,3,0,0,BB,,F,Transient,265,0
City Hotel,1,25,,,26,,0,2,2,0,0,BB,,E,Transient,140,0
City Hotel,1,14,,,26,,0,1,2,0,0,BB,,D,Transient,118.2,0
City Hotel,1,272,,,26,,0,3,3,0,0,BB,,D,Transient,149.4,1
City Hotel,1,272,,,26,,0,3,2,0,0,BB,,A,Transient,117,1
City Hotel,1,36,,,26,,0,1,2,0,0,SC,,A,Transient,160,1
City Hotel,1,0,,,26,,0,2,2,0,0,BB,,A,Transient-Party,117,1
City Hotel,1,0,,,26,,0,2,3,0,0,BB,,D,Transient-Party,149.4,1
City Hotel,1,185,,,26,,0,3,2,2,0,BB,,F,Transient,192.7,0
City Hotel,1,125,,,26,,0,3,1,0,0,BB,,A,Transient,95.7,0
City Hotel,1,125,,,26,,0,3,2,0,0,BB,,D,Transient,118.2,0
City Hotel,1,96,,,26,,2,3,1,0,0,SC,,A,Transient,120,0
City Hotel,1,39,,,27,,2,0,2,0,0,BB,,D,Transient,139,0
City Hotel,1,112,,,27,,1,2,2,2,0,BB,,F,Transient,230,0
City Hotel,1,155,,,27,,1,3,3,0,0,BB,,D,Transient,152.1,0
City Hotel,1,195,,,27,,0,4,3,0,0,BB,,D,Transient,147.9,0
City Hotel,1,225,,,27,,1,4,1,0,0,BB,,A,Transient,99.9,0
City Hotel,1,223,,,27,,1,4,2,0,0,SC,,A,Transient,89.1,0
City Hotel,1,78,,,27,,0,3,2,0,0,SC,,A,Transient,120,1
City Hotel,1,315,,,27,,0,1,2,0,0,BB,,B,Transient,91.85,3
City Hotel,1,315,,,27,,0,1,2,0,0,SC,,A,Transient,89.1,2
City Hotel,1,315,,,27,,0,1,0,2,0,BB,,B,Transient,91.85,2
City Hotel,1,315,,,27,,0,1,2,0,0,BB,,B,Transient,91.85,3
City Hotel,1,315,,,27,,0,1,0,2,0,BB,,B,Transient,91.85,2
City Hotel,1,315,,,27,,0,1,0,2,0,BB,,B,Transient,91.85,2
City Hotel,1,315,,,27,,0,1,2,0,0,BB,,B,Transient,91.85,3
City Hotel,1,99,,,27,,1,1,2,0,0,SC,,A,Transient,120,1
City Hotel,1,140,,,27,,2,1,3,0,0,HB,,E,Transient,177.3,0
City Hotel,1,134,,,27,,2,2,2,0,0,SC,,A,Transient,80.19,0
City Hotel,1,134,,,27,,2,2,2,0,0,SC,,A,Transient,80.19,0
City Hotel,1,134,,,27,,2,2,2,0,0,BB,,E,Transient,128.79,0
City Hotel,1,146,,,27,,2,3,2,0,0,BB,,D,Transient,116.1,0
City Hotel,1,153,,,28,,1,0,2,0,0,SC,,A,Transient,89.1,0
City Hotel,1,34,,,28,,2,2,2,0,0,SC,,A,Transient,130,1
City Hotel,1,34,,,28,,2,2,2,0,0,SC,,A,Transient,130,1
City Hotel,1,56,,,28,,1,1,2,1,0,BB,,A,Transient,160,1
City Hotel,1,238,,,28,,2,4,2,0,0,BB,,D,Transient,122.83,2
City Hotel,1,138,,,29,,2,0,2,0,0,SC,,A,Transient,108,0
City Hotel,1,155,,,29,,1,1,2,0,0,BB,,D,Transient,152.1,0
City Hotel,1,155,,,29,,1,1,2,0,0,SC,,A,Transient,89.1,1
City Hotel,1,155,,,29,,1,1,3,0,0,SC,,A,Transient,89.1,0
City Hotel,1,7,,,29,,1,1,3,0,0,BB,,D,Transient,210,0
City Hotel,1,155,,,29,,1,1,2,1,0,BB,,A,Transient,125.1,1
City Hotel,1,176,,,29,,0,1,1,0,0,BB,,A,Transient,98.1,0
City Hotel,1,173,,,29,,0,3,2,0,0,SC,,A,Transient,89.1,0
City Hotel,1,31,,,29,,0,3,2,0,0,SC,,A,Transient,140,1
City Hotel,1,61,,,29,,1,1,2,0,0,BB,,D,Transient,139.5,0
City Hotel,1,150,,,29,,1,1,3,0,0,BB,,D,Transient,175.5,0
City Hotel,1,150,,,29,,2,1,3,0,0,BB,,D,Transient,175.5,0
City Hotel,1,150,,,29,,2,1,2,0,0,BB,,E,Transient,166.5,0
City Hotel,1,150,,,29,,2,1,3,0,0,BB,,D,Transient,175.5,0
City Hotel,1,53,,,29,,2,1,3,0,0,BB,,E,Transient,219.33,0
City Hotel,1,56,,,30,,1,4,2,0,0,SC,,A,Transient,127.6,0
City Hotel,1,56,,,30,,1,4,2,0,0,SC,,A,Transient,127.6,0
City Hotel,1,106,,,30,,0,1,2,0,0,SC,,A,Transient,125,0
City Hotel,1,4,,,30,,0,2,2,0,0,SC,,A,Transient,160,0
City Hotel,1,80,,,30,,0,4,2,2,0,HB,,F,Transient,287,1
City Hotel,1,45,,,31,,2,1,1,0,0,SC,,A,Transient,129,0
City Hotel,1,302,,,31,,1,2,2,0,0,SC,,A,Transient,89.1,1
City Hotel,1,302,,,31,,1,2,2,0,0,SC,,A,Transient,89.1,1
City Hotel,1,302,,,31,,1,2,2,0,0,SC,,A,Transient,89.1,1
City Hotel,1,302,,,31,,1,2,2,0,0,SC,,A,Transient,89.1,1
City Hotel,1,302,,,31,,1,2,2,0,0,SC,,A,Transient,89.1,1
City Hotel,1,302,,,31,,1,2,2,0,0,SC,,A,Transient,89.1,1
City Hotel,1,92,,,31,,0,3,2,0,0,SC,,A,Transient,125,2
City Hotel,1,41,,,31,,0,1,1,0,0,SC,,A,Transient,126,0
City Hotel,1,191,,,31,,1,1,2,0,0,BB,,D,Transient,139.5,0
City Hotel,1,170,,,31,,1,1,2,0,0,BB,,D,Transient,139.5,0
City Hotel,1,191,,,31,,1,1,2,0,0,BB,,D,Transient,139.5,0
City Hotel,1,138,,,31,,1,1,1,0,0,BB,,D,Transient,147.25,0
City Hotel,1,191,,,31,,1,1,2,0,0,BB,,D,Transient,139.5,0
City Hotel,1,140,,,31,,2,1,2,1,0,BB,,A,Transient,154,0
City Hotel,1,19,,,31,,2,2,3,0,0,BB,,E,Transient,260,1
City Hotel,1,185,,,32,,2,2,2,2,0,BB,,F,Transient,235,0
City Hotel,1,168,,,32,,4,10,1,0,0,BB,,A,Transient,119.83,1
City Hotel,1,172,,,32,,4,10,2,0,0,SC,,A,Transient,113.32,0
City Hotel,1,172,,,32,,4,10,3,0,0,BB,,D,Transient,173.83,0
City Hotel,1,172,,,32,,4,10,1,0,0,BB,,A,Transient,128.83,1
City Hotel,1,158,,,32,,0,2,2,0,0,SC,,A,Transient,118.75,1
City Hotel,1,28,,,32,,0,3,2,0,0,SC,,A,Transient,160,1
City Hotel,1,128,,,32,,0,4,2,0,0,SC,,A,Transient,125,1
City Hotel,1,128,,,32,,0,4,2,2,0,BB,,F,Transient,235,1
City Hotel,1,128,,,32,,0,4,3,0,0,BB,,D,Transient,195,1
City Hotel,1,128,,,32,,0,4,2,0,0,SC,,A,Transient,125,1
City Hotel,1,27,,,32,,0,1,2,0,0,SC,,A,Transient,160,1
City Hotel,1,197,,,32,,2,1,2,0,0,BB,,A,Transient,112.5,0
City Hotel,1,197,,,32,,2,1,2,0,0,BB,,A,Transient,112.5,0
City Hotel,1,251,,,32,,2,1,2,0,0,SC,,A,Transient,112.5,2
City Hotel,1,78,,,33,,0,2,2,2,0,BB,,F,Transient,240,2
City Hotel,1,182,,,33,,0,1,2,2,0,BB,,F,Transient,235,0
City Hotel,1,195,,,33,,0,3,2,2,0,BB,,F,Transient,235,0
City Hotel,1,85,,,33,,0,2,1,0,0,BB,,D,Transient,190,2
City Hotel,1,207,,,33,,0,3,3,0,0,BB,,D,Transient,167.7,0
City Hotel,1,214,,,33,,2,2,2,0,0,BB,,D,Transient,130.78,0
City Hotel,1,214,,,33,,2,3,3,0,0,BB,,D,Transient,155.52,0
City Hotel,1,45,,,33,,0,1,2,0,0,SC,,A,Transient,140,0
City Hotel,1,195,,,33,,2,1,2,0,0,SC,,A,Transient,95.7,0
City Hotel,1,195,,,33,,2,1,3,0,0,BB,,D,Transient,158.7,0
City Hotel,1,176,,,33,,2,3,2,0,0,BB,,A,Transient,115.02,1
City Hotel,1,121,,,34,,2,4,2,0,0,SC,,A,Transient,125,1
City Hotel,1,12,,,34,,1,2,2,0,0,BB,,D,Transient,144,0
City Hotel,1,211,,,34,,0,1,1,0,0,BB,,A,Transient,108,1
City Hotel,1,91,,,34,,0,1,1,0,0,BB,,A,Transient,140,2
City Hotel,1,42,,,34,,0,2,2,0,0,SC,,A,Transient,129,1
City Hotel,1,141,,,34,,0,2,2,0,0,BB,,D,Transient,150,2
City Hotel,1,17,,,34,,0,2,2,0,0,SC,,A,Transient,129.5,1
City Hotel,1,93,,,34,,1,3,3,0,0,BB,,D,Transient,192,0
City Hotel,1,81,,,34,,1,1,1,0,0,BB,,D,Transient,170,1
City Hotel,1,79,,,34,,2,3,3,0,0,BB,,E,Transient,240,0
City Hotel,1,162,,,34,,2,3,2,2,0,BB,,F,Transient,235,0
City Hotel,1,66,,,35,,1,0,1,0,0,SC,,A,Transient,130,0
City Hotel,1,17,,,35,,1,0,2,0,0,SC,,A,Transient,89,1
City Hotel,1,168,,,35,,2,1,3,0,0,BB,,D,Transient,175.5,0
City Hotel,1,33,,,35,,2,1,3,0,0,BB,,E,Transient,223,0
City Hotel,1,305,,,35,,1,2,2,0,0,BB,,A,Transient,107.1,2
City Hotel,1,47,,,35,,0,2,3,0,0,BB,,D,Transient,210,3
City Hotel,1,68,,,35,,0,2,2,0,0,SC,,A,Transient,129,1
City Hotel,0,241,,,43,,1,2,2,0,0,BB,,A,Transient-Party,60,0
City Hotel,0,241,,,43,,1,2,2,0,0,BB,,A,Transient-Party,60,0
City Hotel,0,241,,,43,,1,2,2,0,0,BB,,A,Transient-Party,60,0
City Hotel,0,241,,,43,,1,2,2,0,0,BB,,A,Transient-Party,60,0
City Hotel,0,241,,,43,,1,2,2,0,0,BB,,A,Transient-Party,60,0
City Hotel,0,241,,,43,,1,2,2,0,0,BB,,A,Transient-Party,60,0
City Hotel,0,241,,,43,,1,2,2,0,0,BB,,A,Transient-Party,60,0
City Hotel,0,241,,,43,,1,2,2,0,0,BB,,A,Transient-Party,60,0
City Hotel,0,241,,,43,,1,2,2,0,0,BB,,A,Transient-Party,60,0
City Hotel,0,241,,,43,,1,2,1,0,0,BB,,A,Transient-Party,50,0
City Hotel,0,241,,,43,,1,2,1,0,0,BB,,A,Transient-Party,50,0
City Hotel,0,241,,,43,,1,2,1,0,0,BB,,A,Transient-Party,50,0
City Hotel,0,241,,,43,,1,2,1,0,0,BB,,A,Transient-Party,50,0
City Hotel,0,241,,,43,,1,2,1,0,0,BB,,A,Transient-Party,50,0
City Hotel,0,241,,,43,,1,2,1,0,0,BB,,A,Transient-Party,50,0
City Hotel,0,241,,,43,,1,2,1,0,0,BB,,A,Transient-Party,50,0
City Hotel,0,24,,,36,,0,2,2,0,0,BB,,A,Transient,80.85,1
City Hotel,0,17,,,36,,2,1,1,0,0,BB,,A,Transient,69.49,0
City Hotel,0,0,,,37,,2,2,1,0,0,BB,,A,Group,114,0
City Hotel,0,3,,,38,,1,1,2,0,0,BB,,A,Transient,120,0
City Hotel,0,3,,,38,,1,1,1,0,0,BB,,A,Transient-Party,120,0
City Hotel,0,1,,,39,,1,0,1,0,0,SC,,A,Transient,69,0
City Hotel,0,3,,,38,,1,1,1,0,0,BB,,A,Transient-Party,120,0
City Hotel,0,3,,,38,,2,1,2,0,0,BB,,A,Transient,120,0
City Hotel,0,7,,,39,,1,1,1,0,0,BB,,A,Transient,109,0
City Hotel,0,7,,,39,,1,1,1,0,0,BB,,A,Transient,109,0
City Hotel,0,7,,,39,,1,1,1,0,0,BB,,A,Transient,109,0
City Hotel,0,0,,,39,,0,2,2,0,0,SC,,A,Transient,117.04,1
City Hotel,0,6,,,39,,0,1,1,0,0,SC,,A,Transient,69,0
City Hotel,0,0,,,39,,0,1,1,0,0,BB,,A,Transient,180,0
City Hotel,0,17,,,39,,0,1,1,0,0,BB,,A,Transient-Party,170,0
City Hotel,0,12,,,39,,1,1,2,0,0,BB,,A,Transient,200,1
City Hotel,0,12,,,39,,1,1,2,0,0,BB,,A,Transient,200,1
City Hotel,0,17,,,39,,2,1,1,0,0,BB,,A,Transient-Party,170,0
City Hotel,0,17,,,39,,2,1,1,0,0,BB,,A,Transient-Party,170,0
City Hotel,0,17,,,39,,2,2,1,0,0,BB,,A,Transient-Party,170,0
City Hotel,0,16,,,39,,2,3,1,0,0,BB,,A,Transient-Party,170,0
City Hotel,0,17,,,39,,2,2,1,0,0,BB,,A,Transient-Party,170,0
City Hotel,0,19,,,40,,1,1,1,0,0,BB,,A,Transient-Party,170,0
City Hotel,0,16,,,39,,2,3,1,0,0,BB,,A,Transient-Party,170,0
